folder,name,k_anonymity,k_neighbors,cat_gen_method,num_gen_method,target_gen_method,scaler_method,num_weight,cat_weight,distance_profile,distance_mode,num_distance_metric,cat_distance_metric,minkowski_p,random_state,runtime_sec,peak_memory_mb,n_suppressed,tvd_pass_rate,ks_pass_rate,mean_tvd,mean_ks,mean_corr_drift,f1_baseline,f1_synthetic,exact_match_rate,overall_pass,composite_score,rank,target_cols,utility_pass_rate
018_k3_cat-mode_num-weighted_mean_tgt-mode_scale-standard_weighted_sum-manhattan-cat-jaccard_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=standard weighted_sum/manhattan/jaccard/balanced,3,3,mode,weighted_mean,mode,standard,1.0,2.0,balanced,weighted_sum,manhattan,jaccard,3,42,57.789,2813.23,3179,1.0,1.0,0.0087,0.0252,0.01205,0.2906,0.2413,0.0,True,2.227260997935306,62,,
075_k3_cat-mode_num-weighted_mean_tgt-mode_scale-robust_weighted_sum-euclidean-cat-hamming_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=robust weighted_sum/euclidean/hamming/balanced,3,3,mode,weighted_mean,mode,robust,1.0,2.0,balanced,weighted_sum,euclidean,hamming,3,42,47.524,2978.6,3179,1.0,1.0,0.0176,0.029,0.0095,1.0,0.7284,0.0,False,2.2241600000000004,63,churn,0.0
019_k3_cat-mode_num-weighted_mean_tgt-mode_scale-standard_weighted_sum-manhattan-cat-jaccard_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=standard weighted_sum/manhattan/jaccard/balanced,3,3,mode,weighted_mean,mode,standard,2.0,1.0,balanced,weighted_sum,manhattan,jaccard,3,42,56.218,2813.23,3179,1.0,1.0,0.0528,0.0201,0.011,0.2906,0.2338,0.0,True,2.2222623262216104,64,,
055_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-manhattan-cat-jaccard_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/manhattan/jaccard/balanced,3,3,mode,weighted_mean,mode,minmax,2.0,1.0,balanced,weighted_sum,manhattan,jaccard,3,42,33.682,2813.17,3179,1.0,0.875,0.0259,0.0276,0.0136,1.0,0.705,0.0,False,2.21558,65,churn,0.0
087_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-manhattan-cat-hamming_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/manhattan/hamming/balanced,3,3,mode,weighted_mean,mode,minmax,2.0,1.0,balanced,weighted_sum,manhattan,hamming,3,42,58.345,2813.23,3179,1.0,1.0,0.0119,0.0267,0.0158,0.2906,0.2387,0.0,True,2.211253991741225,66,,
071_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-minkowski-cat-overlap_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/minkowski/overlap/balanced,3,3,mode,weighted_mean,mode,minmax,2.0,1.0,balanced,weighted_sum,minkowski,overlap,3,42,47.575,3971.22,3179,1.0,1.0,0.022,0.029,0.01125,1.0,0.7077,0.0,False,2.20295,67,churn,0.0
079_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-euclidean-cat-jaccard_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/euclidean/jaccard/balanced,3,3,mode,weighted_mean,mode,minmax,2.0,1.0,balanced,weighted_sum,euclidean,jaccard,3,42,56.649,2978.6,3179,1.0,1.0,0.0002,0.0291,0.00995,0.2906,0.2314,0.0,False,2.2006935512732277,68,,
031_k3_cat-mode_num-weighted_mean_tgt-mode_scale-standard_weighted_sum-minkowski-cat-jaccard_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=standard weighted_sum/minkowski/jaccard/balanced,3,3,mode,weighted_mean,mode,standard,2.0,1.0,balanced,weighted_sum,minkowski,jaccard,3,42,64.034,3971.22,3179,1.0,1.0,0.0308,0.0219,0.00885,0.2906,0.2505,0.0,True,2.1997696352374394,69,,
010_k3_cat-mode_num-weighted_mean_tgt-mode_scale-standard_weighted_sum-euclidean-cat-overlap_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=standard weighted_sum/euclidean/overlap/balanced,3,3,mode,weighted_mean,mode,standard,1.0,2.0,balanced,weighted_sum,euclidean,overlap,3,42,60.609,2978.6,3179,1.0,1.0,0.0018,0.0266,0.00645,0.2906,0.2417,0.0,True,2.199037460426703,70,,
035_k3_cat-mode_num-weighted_mean_tgt-mode_scale-standard_weighted_sum-minkowski-cat-overlap_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=standard weighted_sum/minkowski/overlap/balanced,3,3,mode,weighted_mean,mode,standard,2.0,1.0,balanced,weighted_sum,minkowski,overlap,3,42,61.599,3971.22,3179,1.0,1.0,0.0334,0.0214,0.0108,0.2906,0.2418,0.0,True,2.1946815760495526,71,,
081_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-euclidean-cat-overlap_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/euclidean/overlap/balanced,3,3,mode,weighted_mean,mode,minmax,1.0,1.0,balanced,weighted_sum,euclidean,overlap,3,42,56.962,2978.6,3179,1.0,1.0,0.0,0.0292,0.01,0.2906,0.2305,0.0,False,2.1943665106675843,72,,
002_k3_cat-mode_num-weighted_mean_tgt-mode_scale-standard_weighted_sum-euclidean-cat-hamming_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=standard weighted_sum/euclidean/hamming/balanced,3,3,mode,weighted_mean,mode,standard,1.0,2.0,balanced,weighted_sum,euclidean,hamming,3,42,61.123,2978.6,3179,1.0,1.0,0.0018,0.0266,0.00645,0.2906,0.2417,0.0,True,2.193897460426703,73,,
078_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-euclidean-cat-jaccard_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/euclidean/jaccard/balanced,3,3,mode,weighted_mean,mode,minmax,1.0,2.0,balanced,weighted_sum,euclidean,jaccard,3,42,57.3,2978.6,3179,1.0,1.0,0.0,0.0292,0.01,0.2906,0.2305,0.0,False,2.1909865106675843,74,,
083_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-euclidean-cat-overlap_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/euclidean/overlap/balanced,3,3,mode,weighted_mean,mode,minmax,2.0,1.0,balanced,weighted_sum,euclidean,overlap,3,42,56.683,2978.6,3179,1.0,1.0,0.001,0.0285,0.01065,0.2906,0.2277,0.0,False,2.1882212732278044,75,,
027_k3_cat-mode_num-weighted_mean_tgt-mode_scale-standard_weighted_sum-minkowski-cat-hamming_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=standard weighted_sum/minkowski/hamming/balanced,3,3,mode,weighted_mean,mode,standard,2.0,1.0,balanced,weighted_sum,minkowski,hamming,3,42,62.494,3971.22,3179,1.0,1.0,0.0334,0.0214,0.0108,0.2906,0.2418,0.0,True,2.1857315760495526,76,,
082_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-euclidean-cat-overlap_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/euclidean/overlap/balanced,3,3,mode,weighted_mean,mode,minmax,1.0,2.0,balanced,weighted_sum,euclidean,overlap,3,42,57.935,2978.6,3179,1.0,1.0,0.0,0.0292,0.01,0.2906,0.2305,0.0,False,2.184636510667584,77,,
070_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-minkowski-cat-overlap_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/minkowski/overlap/balanced,3,3,mode,weighted_mean,mode,minmax,1.0,2.0,balanced,weighted_sum,minkowski,overlap,3,42,49.314,3971.22,3179,1.0,1.0,0.0218,0.0293,0.013,1.0,0.7048,0.0,False,2.18236,78,churn,0.0
077_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-euclidean-cat-jaccard_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/euclidean/jaccard/balanced,3,3,mode,weighted_mean,mode,minmax,1.0,1.0,balanced,weighted_sum,euclidean,jaccard,3,42,58.205,2978.6,3179,1.0,1.0,0.0,0.0292,0.01,0.2906,0.2305,0.0,False,2.181936510667584,79,,
080_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-euclidean-cat-jaccard_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/euclidean/jaccard/balanced,3,3,mode,weighted_mean,mode,minmax,2.0,2.0,balanced,weighted_sum,euclidean,jaccard,3,42,57.511,2978.6,3179,1.0,1.0,0.0,0.0292,0.01,0.2906,0.2277,0.0,False,2.1792412732278046,80,,
075_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-euclidean-cat-hamming_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/euclidean/hamming/balanced,3,3,mode,weighted_mean,mode,minmax,2.0,1.0,balanced,weighted_sum,euclidean,hamming,3,42,57.686,2978.6,3179,1.0,1.0,0.001,0.0285,0.01065,0.2906,0.2277,0.0,False,2.1781912732278044,81,,
063_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-minkowski-cat-hamming_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/minkowski/hamming/balanced,3,3,mode,weighted_mean,mode,minmax,2.0,1.0,balanced,weighted_sum,minkowski,hamming,3,42,50.574,3971.22,3179,1.0,1.0,0.022,0.029,0.01125,1.0,0.7077,0.0,False,2.1729600000000002,82,churn,0.0
084_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-euclidean-cat-overlap_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/euclidean/overlap/balanced,3,3,mode,weighted_mean,mode,minmax,2.0,2.0,balanced,weighted_sum,euclidean,overlap,3,42,58.205,2978.6,3179,1.0,1.0,0.0,0.0292,0.01,0.2906,0.2277,0.0,False,2.172301273227805,83,,
076_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-euclidean-cat-hamming_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/euclidean/hamming/balanced,3,3,mode,weighted_mean,mode,minmax,2.0,2.0,balanced,weighted_sum,euclidean,hamming,3,42,58.632,2978.6,3179,1.0,1.0,0.0,0.0292,0.01,0.2906,0.2277,0.0,False,2.168031273227805,84,,
036_k3_cat-mode_num-weighted_mean_tgt-mode_scale-standard_weighted_sum-minkowski-cat-overlap_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=standard weighted_sum/minkowski/overlap/balanced,3,3,mode,weighted_mean,mode,standard,2.0,2.0,balanced,weighted_sum,minkowski,overlap,3,42,62.131,3971.22,3179,1.0,1.0,0.0142,0.024,0.0012,0.2906,0.2338,0.0,True,2.15923232622161,85,,
074_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-euclidean-cat-hamming_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/euclidean/hamming/balanced,3,3,mode,weighted_mean,mode,minmax,1.0,2.0,balanced,weighted_sum,euclidean,hamming,3,42,60.624,2978.6,3179,1.0,1.0,0.0,0.0292,0.01,0.2906,0.2305,0.0,False,2.157746510667584,86,,
100_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-minkowski-cat-hamming_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/minkowski/hamming/balanced,3,3,mode,weighted_mean,mode,minmax,2.0,2.0,balanced,weighted_sum,minkowski,hamming,3,42,62.148,3971.22,3179,1.0,1.0,0.0,0.0293,0.013,0.2906,0.2346,0.0,True,2.1565152512044046,87,,
098_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-minkowski-cat-hamming_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/minkowski/hamming/balanced,3,3,mode,weighted_mean,mode,minmax,1.0,2.0,balanced,weighted_sum,minkowski,hamming,3,42,62.035,3971.22,3179,1.0,1.0,0.0,0.0293,0.013,0.2906,0.2341,0.0,True,2.1559246730901584,88,,
099_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-minkowski-cat-hamming_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/minkowski/hamming/balanced,3,3,mode,weighted_mean,mode,minmax,2.0,1.0,balanced,weighted_sum,minkowski,hamming,3,42,62.123,3971.22,3179,1.0,1.0,0.0006,0.029,0.01125,0.2906,0.2341,0.0,True,2.155344673090158,89,,
097_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-minkowski-cat-hamming_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/minkowski/hamming/balanced,3,3,mode,weighted_mean,mode,minmax,1.0,1.0,balanced,weighted_sum,minkowski,hamming,3,42,62.34,3971.22,3179,1.0,1.0,0.0,0.0293,0.013,0.2906,0.2341,0.0,True,2.152874673090158,90,,
001_k3_cat-mode_num-weighted_mean_tgt-mode_scale-standard_weighted_sum-euclidean-cat-hamming_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=standard weighted_sum/euclidean/hamming/balanced,3,3,mode,weighted_mean,mode,standard,1.0,1.0,balanced,weighted_sum,euclidean,hamming,3,42,71.327,2980.08,3179,1.0,1.0,0.0196,0.023,0.00385,0.2906,0.2571,0.0,True,2.148451266345492,91,,
028_k3_cat-mode_num-weighted_mean_tgt-mode_scale-standard_weighted_sum-minkowski-cat-hamming_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=standard weighted_sum/minkowski/hamming/balanced,3,3,mode,weighted_mean,mode,standard,2.0,2.0,balanced,weighted_sum,minkowski,hamming,3,42,63.234,3971.22,3179,1.0,1.0,0.0142,0.024,0.0012,0.2906,0.2338,0.0,True,2.14820232622161,92,,
091_k3_cat-mode_num-weighted_mean_tgt-mode_scale-minmax_weighted_sum-manhattan-cat-jaccard_w-balanced,K=3 cat=mode num=weighted_mean tgt=mode scale=minmax weighted_sum/manhattan/jaccard/balanced,3,3,mode,weighted_mean,mode,minmax,2.0,1.0,balanced,weighted_sum,manhattan,jaccard,3,42,56.847,2813.23,3179,1.0,0.875,0.0054,0.0276,0.0136,0.2906,0.2475,0.0,True,2.1306161665519614,93,,
